2K performance run parameters for coremark.
CoreMark Size    : 666
[18]crcmatrix     : 0x1fd7
[19]crcmatrix     : 0x1fd7
[20]crcmatrix     : 0x1fd7
[21]crcmatrix     : 0x1fd7
[22]crcmatrix     : 0x1fd7
[23]crcmatrix     : 0x1fd7
[24]crcmatrix     : 0x1fd7
[25]crcmatrix     : 0x1fd7
[26]crcmatrix     : 0x1fd7
[27]crcmatrix     : 0x1fd7
[28]crcmatrix     : 0x1fd7
[29]crcmatrix     : 0x1fd7
[30]crcmatrix     : 0x1fd7
[31]crcmatrix     : 0x1fd7
[32]crcmatrix     : 0x1fd7
[33]crcmatrix     : 0x1fd7
[34]crcmatrix     : 0x1fd7
[35]crcmatrix     : 0x1fd7
[36]crcmatrix     : 0x1fd7
[37]crcmatrix     : 0x1fd7
[38]crcmatrix     : 0x1fd7
[39]crcmatrix     : 0x1fd7
[40]crcmatrix     : 0x1fd7
[41]crcmatrix     : 0x1fd7
[42]crcmatrix     : 0x1fd7
[43]crcmatrix     : 0x1fd7
[44]crcmatrix     : 0x1fd7
[45]crcmatrix     : 0x1fd7
[46]crcmatrix     : 0x1fd7
[47]crcmatrix     : 0x1fd7
[48]crcmatrix     : 0x1fd7
[49]crcmatrix     : 0x1fd7
[50]crcmatrix     : 0x1fd7
[51]crcmatrix     : 0x1fd7
[52]crcmatrix     : 0x1fd7
[53]crcmatrix     : 0x1fd7
[54]crcmatrix     : 0x1fd7
[55]crcmatrix     : 0x1fd7
[56]crcmatrix     : 0x1fd7
[57]crcmatrix     : 0x1fd7
[58]crcmatrix     : 0x1fd7
[59]crcmatrix     : 0x1fd7
[60]crcmatrix     : 0x1fd7
[61]crcmatrix     : 0x1fd7
[62]crcmatrix     : 0x1fd7
[63]crcmatrix     : 0x1fd7
[64]crcmatrix     : 0x1fd7
[65]crcmatrix     : 0x1fd7
[66]crcmatrix     : 0x1fd7
[67]crcmatrix     : 0x1fd7
[68]crcmatrix     : 0x1fd7
[69]crcmatrix     : 0x1fd7
[70]crcmatrix     : 0x1fd7
[71]crcmatrix     : 0x1fd7
[72]crcmatrix     : 0x1fd7
[73]crcmatrix     : 0x1fd7
[74]crcmatrix     : 0x1fd7
[75]crcmatrix     : 0x1fd7
[76]crcmatrix     : 0x1fd7
[77]crcmatrix     : 0x1fd7
[78]crcmatrix     : 0x1fd7
[79]crcmatrix     : 0x1fd7
[80]crcmatrix     : 0x1fd7
[81]crcmatrix     : 0x1fd7
[82]crcmatrix     : 0x1fd7
[83]crcmatrix     : 0x1fd7
[84]crcmatrix     : 0x1fd7
[85]crcmatrix     : 0x1fd7
[86]crcmatrix     : 0x1fd7
[87]crcmatrix     : 0x1fd7
[88]crcmatrix     : 0x1fd7
[89]crcmatrix     : 0x1fd7
[90]crcmatrix     : 0x1fd7
[91]crcmatrix     : 0x1fd7
[92]crcmatrix     : 0x1fd7
[93]crcmatrix     : 0x1fd7
[94]crcmatrix     : 0x1fd7
[95]crcmatrix     : 0x1fd7
[96]crcmatrix     : 0x1fd7
[97]crcmatrix     : 0x1fd7
[98]crcmatrix     : 0x1fd7
[99]crcmatrix     : 0x1fd7
[100]crcmatrix     : 0x1fd7
[101]crcmatrix     : 0x1fd7
[102]crcmatrix     : 0x1fd7
[103]crcmatrix     : 0x1fd7
[104]crcmatrix     : 0x1fd7
[105]crcmatrix     : 0x1fd7
[106]crcmatrix     : 0x1fd7
[107]crcmatrix     : 0x1fd7
[108]crcmatrix     : 0x1fd7
[109]crcmatrix     : 0x1fd7
[110]crcmatrix     : 0x1fd7
[111]crcmatrix     : 0x1fd7
[112]crcmatrix     : 0x1fd7
[113]crcmatrix     : 0x1fd7
[114]crcmatrix     : 0x1fd7
[115]crcmatrix     : 0x1fd7
[116]crcmatrix     : 0x1fd7
[117]crcmatrix     : 0x1fd7
[118]crcmatrix     : 0x1fd7
[119]crcmatrix     : 0x1fd7
[120]crcmatrix     : 0x1fd7
[121]crcmatrix     : 0x1fd7
[122]crcmatrix     : 0x1fd7
[123]crcmatrix     : 0x1fd7
[124]crcmatrix     : 0x1fd7
[125]crcmatrix     : 0x1fd7
[126]crcmatrix     : 0x1fd7
[127]crcmatrix     : 0x1fd7
[0]crcstate      : 0x8e3a
[1]crcstate      : 0x8e3a
[2]crcstate      : 0x8e3a
[3]crcstate      : 0x8e3a
[4]crcstate      : 0x8e3a
[5]crcstate      : 0x8e3a
[6]crcstate      : 0x8e3a
[7]crcstate      : 0x8e3a
[8]crcstate      : 0x8e3a
[9]crcstate      : 0x8e3a
[10]crcstate      : 0x8e3a
[11]crcstate      : 0x8e3a
[12]crcstate      : 0x8e3a
[13]crcstate      : 0x8e3a
[14]crcstate      : 0x8e3a
[15]crcstate      : 0x8e3a
[16]crcstate      : 0x8e3a
[17]crcstate      : 0x8e3a
[18]crcstate      : 0x8e3a
[19]crcstate      : 0x8e3a
[20]crcstate      : 0x8e3a
[21]crcstate      : 0x8e3a
[22]crcstate      : 0x8e3a
[23]crcstate      : 0x8e3a
[24]crcstate      : 0x8e3a
[25]crcstate      : 0x8e3a
[26]crcstate      : 0x8e3a
[27]crcstate      : 0x8e3a
[28]crcstate      : 0x8e3a
[29]crcstate      : 0x8e3a
[30]crcstate      : 0x8e3a
[31]crcstate      : 0x8e3a
[32]crcstate      : 0x8e3a
[33]crcstate      : 0x8e3a
[34]crcstate      : 0x8e3a
[35]crcstate      : 0x8e3a
[36]crcstate      : 0x8e3a
[37]crcstate      : 0x8e3a
[38]crcstate      : 0x8e3a
[39]crcstate      : 0x8e3a
[40]crcstate      : 0x8e3a
[41]crcstate      : 0x8e3a
[42]crcstate      : 0x8e3a
[43]crcstate      : 0x8e3a
[44]crcstate      : 0x8e3a
[45]crcstate      : 0x8e3a
[46]crcstate      : 0x8e3a
[47]crcstate      : 0x8e3a
[48]crcstate      : 0x8e3a
[49]crcstate      : 0x8e3a
[50]crcstate      : 0x8e3a
[51]crcstate      : 0x8e3a
[52]crcstate      : 0x8e3a
[53]crcstate      : 0x8e3a
[54]crcstate      : 0x8e3a
[55]crcstate      : 0x8e3a
[56]crcstate      : 0x8e3a
[57]crcstate      : 0x8e3a
[58]crcstate      : 0x8e3a
[59]crcstate      : 0x8e3a
[60]crcstate      : 0x8e3a
[61]crcstate      : 0x8e3a
[62]crcstate      : 0x8e3a
[63]crcstate      : 0x8e3a
[64]crcstate      : 0x8e3a
[65]crcstate      : 0x8e3a
[66]crcstate      : 0x8e3a
[67]crcstate      : 0x8e3a
[68]crcstate      : 0x8e3a
[69]crcstate      : 0x8e3a
[70]crcstate      : 0x8e3a
[71]crcstate      : 0x8e3a
[72]crcstate      : 0x8e3a
[73]crcstate      : 0x8e3a
[74]crcstate      : 0x8e3a
[75]crcstate      : 0x8e3a
[76]crcstate      : 0x8e3a
[77]crcstate      : 0x8e3a
[78]crcstate      : 0x8e3a
[79]crcstate      : 0x8e3a
[80]crcstate      : 0x8e3a
[81]crcstate      : 0x8e3a
[82]crcstate      : 0x8e3a
[83]crcstate      : 0x8e3a
[84]crcstate      : 0x8e3a
[85]crcstate      : 0x8e3a
[86]crcstate      : 0x8e3a
[87]crcstate      : 0x8e3a
[88]crcstate      : 0x8e3a
[89]crcstate      : 0x8e3a
[90]crcstate      : 0x8e3a
[91]crcstate      : 0x8e3a
[92]crcstate      : 0x8e3a
[93]crcstate      : 0x8e3a
[94]crcstate      : 0x8e3a
[95]crcstate      : 0x8e3a
[96]crcstate      : 0x8e3a
[97]crcstate      : 0x8e3a
[98]crcstate      : 0x8e3a
[99]crcstate      : 0x8e3a
[100]crcstate      : 0x8e3a
[101]crcstate      : 0x8e3a
[102]crcstate      : 0x8e3a
[103]crcstate      : 0x8e3a
[104]crcstate      : 0x8e3a
[105]crcstate      : 0x8e3a
[106]crcstate      : 0x8e3a
[107]crcstate      : 0x8e3a
[108]crcstate      : 0x8e3a
[109]crcstate      : 0x8e3a
[110]crcstate      : 0x8e3a
[111]crcstate      : 0x8e3a
[112]crcstate      : 0x8e3a
[113]crcstate      : 0x8e3a
[114]crcstate      : 0x8e3a
[115]crcstate      : 0x8e3a
[116]crcstate      : 0x8e3a
[117]crcstate      : 0x8e3a
[118]crcstate      : 0x8e3a
[119]crcstate      : 0x8e3a
[120]crcstate      : 0x8e3a
[121]crcstate      : 0x8e3a
[122]crcstate      : 0x8e3a
[123]crcstate      : 0x8e3a
[124]crcstate      : 0x8e3a
[125]crcstate      : 0x8e3a
[126]crcstate      : 0x8e3a
[127]crcstate      : 0x8e3a
[0]crcfinal      : 0xcc42
[1]crcfinal      : 0xcc42
[2]crcfinal      : 0xcc42
[3]crcfinal      : 0xcc42
[4]crcfinal      : 0xcc42
[5]crcfinal      : 0xcc42
[6]crcfinal      : 0xcc42
[7]crcfinal      : 0xcc42
[8]crcfinal      : 0xcc42
[9]crcfinal      : 0xcc42
[10]crcfinal      : 0xcc42
[11]crcfinal      : 0xcc42
[12]crcfinal      : 0xcc42
[13]crcfinal      : 0xcc42
[14]crcfinal      : 0xcc42
[15]crcfinal      : 0xcc42
[16]crcfinal      : 0xcc42
[17]crcfinal      : 0xcc42
[18]crcfinal      : 0xcc42
[19]crcfinal      : 0xcc42
[20]crcfinal      : 0xcc42
[21]crcfinal      : 0xcc42
[22]crcfinal      : 0xcc42
[23]crcfinal      : 0xcc42
[24]crcfinal      : 0xcc42
[25]crcfinal      : 0xcc42
[26]crcfinal      : 0xcc42
[27]crcfinal      : 0xcc42
[28]crcfinal      : 0xcc42
[29]crcfinal      : 0xcc42
[30]crcfinal      : 0xcc42
[31]crcfinal      : 0xcc42
[32]crcfinal      : 0xcc42
[33]crcfinal      : 0xcc42
[34]crcfinal      : 0xcc42
[35]crcfinal      : 0xcc42
[36]crcfinal      : 0xcc42
[37]crcfinal      : 0xcc42
[38]crcfinal      : 0xcc42
[39]crcfinal      : 0xcc42
[40]crcfinal      : 0xcc42
[41]crcfinal      : 0xcc42
[42]crcfinal      : 0xcc42
[43]crcfinal      : 0xcc42
[44]crcfinal      : 0xcc42
[45]crcfinal      : 0xcc42
[46]crcfinal      : 0xcc42
[47]crcfinal      : 0xcc42
[48]crcfinal      : 0xcc42
[49]crcfinal      : 0xcc42
[50]crcfinal      : 0xcc42
[51]crcfinal      : 0xcc42
[52]crcfinal      : 0xcc42
[53]crcfinal      : 0xcc42
[54]crcfinal      : 0xcc42
[55]crcfinal      : 0xcc42
[56]crcfinal      : 0xcc42
[57]crcfinal      : 0xcc42
[58]crcfinal      : 0xcc42
[59]crcfinal      : 0xcc42
[60]crcfinal      : 0xcc42
[61]crcfinal      : 0xcc42
[62]crcfinal      : 0xcc42
[63]crcfinal      : 0xcc42
[64]crcfinal      : 0xcc42
[65]crcfinal      : 0xcc42
[66]crcfinal      : 0xcc42
[67]crcfinal      : 0xcc42
[68]crcfinal      : 0xcc42
[69]crcfinal      : 0xcc42
[70]crcfinal      : 0xcc42
[71]crcfinal      : 0xcc42
[72]crcfinal      : 0xcc42
[73]crcfinal      : 0xcc42
[74]crcfinal      : 0xcc42
[75]crcfinal      : 0xcc42
[76]crcfinal      : 0xcc42
[77]crcfinal      : 0xcc42
[78]crcfinal      : 0xcc42
[79]crcfinal      : 0xcc42
[80]crcfinal      : 0xcc42
[81]crcfinal      : 0xcc42
[82]crcfinal      : 0xcc42
[83]crcfinal      : 0xcc42
[84]crcfinal      : 0xcc42
[85]crcfinal      : 0xcc42
[86]crcfinal      : 0xcc42
[87]crcfinal      : 0xcc42
[88]crcfinal      : 0xcc42
[89]crcfinal      : 0xcc42
[90]crcfinal      : 0xcc42
[91]crcfinal      : 0xcc42
[92]crcfinal      : 0xcc42
[93]crcfinal      : 0xcc42
[94]crcfinal      : 0xcc42
[95]crcfinal      : 0xcc42
[96]crcfinal      : 0xcc42
[97]crcfinal      : 0xcc42
[98]crcfinal      : 0xcc42
[99]crcfinal      : 0xcc42
[100]crcfinal      : 0xcc42
[101]crcfinal      : 0xcc42
[102]crcfinal      : 0xcc42
[103]crcfinal      : 0xcc42
[104]crcfinal      : 0xcc42
[105]crcfinal      : 0xcc42
[106]crcfinal      : 0xcc42
[107]crcfinal      : 0xcc42
[108]crcfinal      : 0xcc42
[109]crcfinal      : 0xcc42
[110]crcfinal      : 0xcc42
[111]crcfinal      : 0xcc42
[112]crcfinal      : 0xcc42
[113]crcfinal      : 0xcc42
[114]crcfinal      : 0xcc42
[115]crcfinal      : 0xcc42
[116]crcfinal      : 0xcc42
[117]crcfinal      : 0xcc42
[118]crcfinal      : 0xcc42
[119]crcfinal      : 0xcc42
[120]crcfinal      : 0xcc42
[121]crcfinal      : 0xcc42
[122]crcfinal      : 0xcc42
[123]crcfinal      : 0xcc42
[124]crcfinal      : 0xcc42
[125]crcfinal      : 0xcc42
[126]crcfinal      : 0xcc42
[127]crcfinal      : 0xcc42
Correct operation validated. See README.md for run and reporting rules.
CoreMark 1.0 : 2146690.518784 / GCC9.3.0 -g -DPERFORMANCE_RUN=1 -lrt / Heap / 128:Fork
